Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B00171,CURB TRANSPORTATION SERVICES LLC.,,2016,1,January,"3,954",0,28
B02601,ROMERO AUTO SERVICE REPAIRS TRANSPORT TOWING RECOVERY LLC,RUNNER LIMO & CAR SERVICE,2016,12,December,128,0,4
B01527,NEW FAMILY RAD DISP INC,,2017,3,March,"9,465",0,82
B03040,ZYT EXPRESS CORP.,,2017,12,December,"1,384",0,11
B00013,LOVE CORPORATE CAR INC,,2015,8,August,"7,004",0,127
B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",,2017,12,December,"1,335",0,7
B00296,PRIME TIME TRANS. INC,,2017,6,June,"1,254",0,38
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2019,1,January,"19,349",0,126
B02826,NEW BELL LUXURY CORP,,2016,5,May,"3,549",0,19
B02432,VIAMAX SERVICE STATION & CAR SERVICE CORP,,2015,9,September,567,0,5
B01522,"STM ENTERPRISES,INC",JAVA CAR & LIMOUSINE SERVICE,2016,10,October,"1,705",0,14
B01341,A NEW DAY RAD DISP INC,,2017,12,December,"5,091",0,33
B02468,GROUNDLINK HOLDINGS LLC,GROUNDLINK YOUR'E GOOD TO GO,2015,9,September,"3,479",0,59
B02767,KISMET INTERNATIONAL INC.,,2018,3,March,125,0,9
B01482,SHORE TRANSPORTATION INC,SEASIDE CAR SERVICE,2018,5,May,"4,234",0,19
B00628,"CONCORD LIMOUSINE 1, LLC",,2016,5,May,"18,012",0,386
B02717,ZOOM CAR SERVICE INC.,,2017,8,August,"1,963",0,8
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,,2018,8,August,"3,688",0,38
B00319,AVENTINE AUTO RENTAL INC,SAFEWAY CAR SVCE,2015,10,October,"2,947",0,13
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,2016,2,February,"23,871",0,125
B02614,MEXICO LA  NEW POBLANITA EXPRESS INC.,,2015,10,October,"2,873",0,24
B02551,CHIEF LIMO INC.,,2015,9,September,279,0,6
B02093,V.J. CAR & LIMO SVC INC.,,2015,12,December,"1,926",0,7
B00789,VITAL TRANSPORTATION INC.,,2017,2,February,"11,987",0,227
B01721,W.K. CAR & LIMO SERVICE INC,,2018,1,January,"3,069",0,22
B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,2017,12,December,119,0,15
B02833,ADVANCED LUXURY LIMO SVC. INC.,,2017,9,September,"2,697",0,15
B00623,MANHATTAN INT'L LIMO NETWORK LLC,,2016,11,November,393,0,8
B01118,INTERNATIONAL CAR SERVICE INC.,,2018,11,November,742,0,6
B02546,X RADIO DISPATCHER INC.,,2016,12,December,"26,676",0,149
B00821,ATLANTIC CAR SVCE,,2016,3,March,"30,203",0,157
B01614,R TRANSPORT INC,,2016,9,September,"1,034",0,8
B03094,"JBE LIMO, INC",,2018,6,June,30,0,5
B02424,FRIENDLY RIDE INC,,2018,2,February,302,0,19
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2017,10,October,"3,930",0,82
B02426,TRISTAR SERVICES (US) INC.,TRISTAR WORLDWIDE CHAUFFEURED SERVICES,2016,2,February,"1,342",0,26
B01273,PUERTO RICO CAR SERVICE INC.,,2017,8,August,"7,883",0,48
B02767,KISMET INTERNATIONAL INC.,,2016,3,March,561,0,11
B02339,SEDANZ INC.,,2016,5,May,374,0,13
B02037,KINGSDALE DISPATCH INC,,2018,6,June,921,0,6
B02111,HUANG HOU CAR SERVICES INC.,HUANG HOU CAR SERVICES INC.,2017,9,September,"26,760",0,115
B01527,NEW FAMILY RAD DISP INC,,2017,12,December,"7,431",0,64
B00448,DIAL CAR INC.,,2017,6,June,"9,294",0,183
B00290,ZPI CORPORATION,NATIONAL HIGH CLASS,2018,8,August,855,0,8
B02028,FOREST AVENUE CAR SERVICE INC,,2015,11,November,"1,710",0,8
B00823,"EASTERN L.P.B.,INC.",EASTERN CAR SVCE,2018,8,August,"9,353",0,79
B01264,MEXICANA HIGH CLASS #2 INC.,,2016,2,February,"3,604",0,20
B01944,"DAG NETWORK TRANSPORTATION,CORP",,2017,5,May,340,0,16
B02702,NEW SAFARI CAR & LIMO INC.,,2016,10,October,96,0,1
B02427,LA RANCHERA EXPRESS CORP.,,2017,3,March,486,0,2
B01800,EMPIRE INTERNATIONAL LTD.,,2017,7,July,"6,924",0,261
B00254,XYZ TWO WAY RADIO,,2016,9,September,"19,145",0,267
B00472,FARRELL'S LEASING CO.,,2018,12,December,903,0,47
B02265,"COUNTY CAR SERVICE, INC.",,2015,6,June,783,0,3
B01536,FIRST CLASS C/L SVC CORP,,2016,10,October,"30,712",0,206
B02723,CHARLIE BLACK CAR INC,,2016,2,February,"6,041",0,112
B02952,BELLEROSE CAR & LIMO SERVICE INC,,2017,12,December,82,0,7
B02709,DASH CAR SERVICE CORP,,2018,11,November,"1,076",582,3
B02893,DORADO EXPRESS INC.,,2017,7,July,88,0,4
B00160,JAFFA CAR & LIMO SVC INC,,2016,5,May,"3,678",0,21
B01413,SFL INC,,2018,9,September,"2,180",0,42
B02027,"PARIS LIMOUSINE SERVICE, CORP",,2018,2,February,"1,061",0,35
B02707,CORONA PLAZA CAR & LIMO SERVICES INC.,,2016,7,July,500,0,7
B01923,"AVID INTERNATIONAL, INC.",,2017,8,August,917,0,18
B00401,TREMONT DISPATCHING CORP,,2016,11,November,"1,980",0,6
B01651,U.P.S. RADIO DISPATCH CORP.,WIRELESS CAR SERVICE,2017,12,December,"1,257",0,46
B01215,ECUADOOR CORP,,2017,3,March,"19,173",0,66
B02472,NEW BUSHWICK LUXURY INC.,,2016,10,October,"9,284",0,71
B02702,NEW SAFARI CAR & LIMO INC.,,2015,6,June,706,0,4
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2017,4,April,"7,352",0,50
B00628,"CONCORD LIMOUSINE 1, LLC",,2018,5,May,"9,631",0,250
b01148,EVELYN CAR SERVICE INC,,2016,9,September,"6,526",0,100
B00196,NEW EASY WAY RADIO DISP INC,,2016,12,December,867,0,14
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2015,2,February,"6,907",0,152
B00811,LLAMA LIMO C/S CORP,METROGREEN CAR SERVICE,2016,1,January,"3,158",0,39
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2016,7,July,355,0,4
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2016,12,December,"4,879",0,27
B01506,HOYT LIMO & SVC CORP,,2015,9,September,"14,621",0,80
B01336,BAY EXPRESS CORP.,,2018,6,June,"2,952",0,20
B02346,PIA CAR LIMO. INC.,,2018,10,October,62,0,2
B02288,SAFARI TRANSPORTATION INC.,,2017,2,February,242,0,4
B02144,"SILVER STAR LIMOUSINES, INC.",,2016,5,May,415,0,12
B03124,MARR LIMO LLC,,2018,8,August,124,0,4
B00272,BIG APPLE CAR INC,,2017,10,October,"4,181",0,136
B02913,DAT TRANSPORTATION INC.,,2016,7,July,93,0,7
B02892,SEAMAN EXPRESS CORP.,,2016,8,August,6,0,3
B01808,OLD TOWN CARS CORP,DELTA CARS,2017,12,December,"3,096",0,7
B01625,GLOBE CAR SERVICE INC,,2018,1,January,"1,412",0,4
B02898,SANO CAR LLC,,2016,2,February,"1,135",0,13
B01653,ART'S PLACE INC.,ON TIME CAR SERVICE,2018,12,December,"2,538",0,21
B00151,KINGSBAY CAR SERVICE INC,,2018,12,December,10,0,5
B01625,GLOBE CAR SERVICE INC,,2017,4,April,"1,639",0,4
B02980,ADVANTAGE LIMO OF NY INC,,2018,7,July,33,0,1
B02881,DIANE CAR AND LIMO SERVICE LLC,,2017,9,September,"8,504",0,41
B02229,NEW FAT INC.,ELEGANTE,2017,11,November,"5,648",0,63
B02901,GALLANT LUXURY SERVICE CORP.,,2015,12,December,4,0,2
B02401,NEW NORTH SIDE LUXURY CORP.,MAGNA,2017,9,September,325,0,2
B02160,"12TH STREET LUXURY CARS, INC.",,2018,1,January,61,0,18
B01315,"V.I.T. CAR SERVICE, INC.",,2018,5,May,"18,164",0,83
B00821,ATLANTIC CAR SVCE,,2018,4,April,"20,813",0,91
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2016,3,March,"11,094",0,22
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,,2018,6,June,"9,708",0,53
B00254,XYZ TWO WAY RADIO,,2017,9,September,"16,164",0,260
B00236,LAST RADIO GROUP CORP.,,2017,9,September,612,0,16
B02432,VIAMAX SERVICE STATION & CAR SERVICE CORP,,2015,10,October,529,0,5
UBER,UBER,UBER,2016,12,December,"7,880,513",0,"46,886"
b00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2016,12,December,96,0,1
B01469,"BROTHERS CAR SERVICE, INC.",,2017,6,June,"3,894",0,51
B00746,BAMADU CAR SVCE,,2018,8,August,323,0,4
B01606,LA MEXICANA EXPRESS INC.,,2016,6,June,"42,054",0,150
B02525,"HTP, INC.",,2018,6,June,"1,012",0,14
B02550,AGAPE LUXURY CORP.,,2016,2,February,"22,687",0,293
B01804,GOLDCREST TRANSPORT LTD,,2018,10,October,190,0,7
B02447,LUIGI MEMO INC.,VIEW,2018,3,March,41,0,16
B01606,LA MEXICANA EXPRESS INC.,,2018,8,August,"26,301",15,130
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2018,3,March,"8,212",0,19
B02814,BELL LX INC,,2018,10,October,"8,345",0,30
B01644,MUSIC EXPRESS/N.Y. INC,,2018,1,January,"1,590",0,52
b02346,PIA CAR LIMO. INC.,,2017,5,May,133,0,4
B01623,JAMAICA EXPRESS CAR SERVICE INC.,SUNSHINE CAR SERVICE,2016,8,August,"2,059",0,10
B02426,TRISTAR SERVICES (US) INC.,TRISTAR WORLDWIDE CHAUFFEURED SERVICES,2016,10,October,"1,226",0,28
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2018,2,February,108,0,6
B02728,NEWTOWN PRIVATE CAR SERVICE INC.,,2015,12,December,"5,920",0,24
B02219,ALL QUEENS CAR & LIMOUSINE INC.,CAR ON TIME,2016,8,August,151,0,8
B02717,ZOOM CAR SERVICE INC.,,2016,10,October,"1,012",0,5
B02905,PUEBLA LUXURY CORP,,2017,6,June,"10,361",0,50
B00254,XYZ TWO WAY RADIO,,2017,5,May,"19,434",0,272
B03053,CHARIOT TRANSIT INC.,,2018,4,April,"4,291",0,28
B02731,EMES OF BOROPARK CAR SERVICE INC,,2015,10,October,628,0,3
B01467,NEW EXPERIENCE #1 INC,,2016,5,May,"18,056",0,86
UBER,UBER,UBER,2015,4,April,"2,280,332",0,"14,952"
B00448,DIAL CAR INC.,,2018,2,February,"6,755",0,172
b00756,T & S HILLSIDE INC.,RED CAP CAR SERVICE,2016,8,August,"8,134",0,30
B02666,"D.L.C. LIMOUSINE SERVICE, INC.",LSW CHAUFFEURED TRANSPORTATION,2015,12,December,178,0,16
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2016,7,July,"4,826",0,27
b00972,N.J.M.INC.,MID ISLAND CAR SVCE,2016,4,April,"2,143",0,16
B02892,SEAMAN EXPRESS CORP.,,2018,9,September,76,0,24
B02899,NEW BLACK LUXURY CARS CORP,,2018,10,October,"11,168",0,55
B01311,DISCOUNT CAR SVCE,,2018,2,February,946,0,10
B01148,EVELYN CAR SERVICE INC,,2016,12,December,"9,777",0,161
B01751,CONCORDE EXP OF N.Y. INC,,2017,8,August,"3,177",0,11
B01487,NEW RELAMPAGO C/S CORP,,2015,8,August,320,0,26
B00746,BAMADU CAR SVCE,,2017,9,September,419,0,4
B00619,"HOLA CAR SERVICE,INC.",,2016,6,June,637,0,6
B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,2017,4,April,"3,358",0,19
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2018,8,August,373,0,5
B02594,FENIX MOBILE DISPATCHERS LTD,,2017,7,July,"1,751",0,7
B01339,R C AUDUBON SVC INC,,2016,6,June,"16,266",0,133
B02937,"ACCESS TRANSPORTATION GROUP, LLC",,2017,12,December,41,0,2
B01623,JAMAICA EXPRESS CAR SERVICE INC.,SUNSHINE CAR SERVICE,2017,3,March,"2,303",0,9
B00254,XYZ TWO WAY RADIO,,2018,9,September,"13,532",0,209
B00837,CAREY LIMO N Y INC,,2015,11,November,"12,899",0,247
B02739,PRATT LUXURY SERVICE INC.,,2017,11,November,828,0,10
B01998,FIRST CORPORATE SEDANS INC.,,2016,2,February,"11,494",0,311
B02702,NEW SAFARI CAR & LIMO INC.,,2016,4,April,146,0,2
B01200,NEW YORK APPLE CAR SERVICE INC,N Y LIMO & CAR SVCE,2018,2,February,"4,317",0,22
B01194,440 CAR SERVICE INC.,,2017,2,February,"8,434",0,40
b00855,MAGNIFICENT 7'S ENTP INC,,2015,12,December,"1,279",0,8
B00334,DO MAX CORP.,HIGH BRIDGE C/S,2015,10,October,"4,203",0,46
B02471,TSU GLOBAL SERVICES INC,,2018,7,July,107,0,5
B03030,Q-FIRST LIMOUSINE CORP.,,2018,2,February,125,0,11
B01801,SHUTTLEUP LLC,HENRY LIMOUSINE,2016,1,January,703,0,27
B00597,WAKEFIELD LSG MAINT CORP,,2018,10,October,"1,520",0,10
B02809,NBT TRANSPORTATION INC,,2018,5,May,"17,017",0,72
B01436,NEW PRONTO TRANSP INC,,2018,1,January,"1,434",0,19
B02970,FLYTE LINE TRANSPORTATION LLC,,2017,10,October,"2,152",0,103
B01269,DIVISION CAR & LIMO INC.,NATANYA TRANSPORTATION,2017,3,March,"1,222",0,6
B02762,SHOWTIME TRANSPORTATION CORP.,,2018,1,January,"1,947",0,28
B02732,KESHES INC,,2018,7,July,"2,255",0,16
B00029,COMMUNITY CAR SVC CORP,,2016,5,May,"13,961",0,44
B01877,U.S.A. LIMO. INC.,BLUE LINE,2017,3,March,"7,211",0,164
B01964,"GOLDEN TOUCH TRANSPORTATION OF NY, INC.",ECAR NEW YORK,2015,9,September,"2,193",0,39
B02962,"HEALTH BLACK CAR SERVICES, CORP",ADON,2017,6,June,290,0,8
B01984,NY 88 EXPRESS CORP.,,2018,10,October,"29,616",0,135
B02725,KIRIN TRANSPORTATION INC,,2018,9,September,108,0,9
B01231,GO CAR CORP.,,2015,8,August,"7,567",0,47
B02856,MARIACHI CAR SERVICE INC,,2017,7,July,"1,905",0,11
B02073,"STARGATE LIMOUSINE, INC.",,2015,6,June,237,0,12
B01721,W.K. CAR & LIMO SERVICE INC,,2016,11,November,"5,337",0,34
B00221,PROFESSIONAL CAR SERVICE INC,,2019,1,January,"4,938",0,52
B00318,APPLE RADIO CARS INC,,2016,12,December,"6,520",0,42
b01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2015,9,September,"3,053",0,10
B02629,CARLUX LIMO INC.,,2018,1,January,58,0,5
B02157,REAGAN CONVEYANCE  CORP.,DELUX TRANSPORTATION SERVICES,2015,5,May,"5,468",0,140
B02110,"OPTIMUM CAR & LIMO, INC.",,2018,2,February,988,0,6
B01808,OLD TOWN CARS CORP,DELTA CARS,2016,5,May,"1,119",0,10
B02408,"PETER EXECUTIVE LIMOUSINE, CORP",,2017,12,December,91,0,7
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2016,3,March,832,0,13
B02551,CHIEF LIMO INC.,,2017,12,December,20,0,5
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,2016,3,March,"26,873",0,394
B01346,ARECIBO C/S INC,,2015,11,November,"13,212",0,87
B02535,LFS LIMO CORP.,,2016,11,November,97,0,9
B03040,ZYT EXPRESS CORP.,,2018,11,November,747,0,10
B02003,"AVALON CORPORATE CAR,INC.",,2015,7,July,"4,415",0,100
B03059,"VOYAGER'S CAR & LIMO,INC",,2018,6,June,451,0,6
B02695,SEE USA TOURS INC.,,2017,2,February,151,0,5
B01282,NEW LOTS C/S INC,,2018,7,July,"11,817",0,53
B00932,NATASHAS GRP CAR CORP,,2018,9,September,"3,688",0,26
B00823,"EASTERN L.P.B.,INC.",EASTERN CAR SVCE,2018,3,March,"14,760",0,109
B00319,AVENTINE AUTO RENTAL INC,SAFEWAY CAR SVCE,2017,10,October,624,0,7
B01318,LOWER EAST SIDE C/S CORP,,2016,9,September,"11,432",0,58
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2017,10,October,"8,764",0,59
B01727,"CHAUFFEUR SERVICES, INC.",NICE GUYS LIMO,2015,6,June,121,0,7
B01282,NEW LOTS C/S INC,,2018,10,October,"12,574",0,49
B01871,"ALPINE LIMOUSINE SERVICE, INC.",,2018,8,August,"2,413",0,86
B01444,REGO PARK EXPRESS INC.,,2015,11,November,"7,435",0,20
B00255,CAUTIOUS CARS INC.,,2016,3,March,291,0,15
B00882,U N C CAR & LIMO SERVICE,,2015,12,December,710,0,13
B03038,"SOUTH BRONX TRANSPORTATION,INC.",,2018,6,June,642,0,8
B01711,FLUSHING LIMO TRANSP CORP,,2017,7,July,"5,326",0,23
B01057,NEW AMERICAN C/L SVC,,2017,10,October,"1,354",0,11
B03157,CAPRICE CAR SERVICE CORP.,,2018,10,October,"5,080",0,28
B01190,NEW BELL CAR SERVICE CORP,,2016,9,September,"6,614",0,100
B03093,HAMPTON'S TRANSPORTATION SERVICE INC.,,2018,1,January,15,0,9
B00039,BERMUDA LIMOUSINE SERVICE INC.,,2016,9,September,"1,313",0,50
B02669,TRUESTAR LIMO CORP.,,2018,9,September,15,0,4
B01194,440 CAR SERVICE INC.,,2017,8,August,"4,587",0,24
B02925,SIGNATURE BLACK CAR LLC,,2017,10,October,669,0,32
B02557,185 MALTA CAR SERVICE LLC,,2016,9,September,"3,294",0,14
B02753,DADDY LIMO INC,,2015,12,December,290,0,12
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2017,1,January,142,0,1
B02496,MAHAICA EXPRESS SERVICE INC.,,2016,6,June,116,0,6
B02420,V S EXPRESS LIMOUSINE AND CAR SERVICE INC.,,2017,3,March,"1,332",0,11
B02912,FIRST CLASS LUXURY INC,,2016,12,December,"2,062",0,13
B01964,"GOLDEN TOUCH TRANSPORTATION OF NY, INC.",ECAR NEW YORK,2015,10,October,"2,100",0,37
B02293,XPRESS TRANSPORT & MULTI SERVICE INC.,,2017,5,May,"3,670",0,23
B02536,SEAGULL RIDE CORP,,2019,1,January,"2,915",0,10
B00449,A KINGS HWY C/S INC.,,2016,4,April,"5,518",0,21
B02408,"PETER EXECUTIVE LIMOUSINE, CORP",,2016,7,July,92,0,9
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2017,6,June,"2,825",0,66
B00325,CONTINENTAL RADIO DISPATCH CORP.,,2016,7,July,"1,761",0,23
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2017,7,July,"1,723",0,26
B02424,FRIENDLY RIDE INC,,2016,3,March,505,0,20
B02637,ROOSEVELT CAR & LIMO INC.,,2016,1,January,372,0,14
B02273,BENI'S LIMOUSINE SERVICE INC,,2017,5,May,25,0,8
B02472,NEW BUSHWICK LUXURY INC.,,2017,6,June,"15,824",0,101
B02825,GUADALUPANA II CAR & LIMO INC,,2018,6,June,"3,515",0,13
B02652,PATRON CAR SERVICE INC.,,2016,3,March,22,0,5
B02794,ASAP LUXE INC,,2016,1,January,297,0,3
B00882,U N C CAR & LIMO SERVICE,,2016,7,July,244,0,10
B00278,FAMILY CAR SERVICE,,2017,5,May,95,0,4
B00319,AVENTINE AUTO RENTAL INC,SAFEWAY CAR SVCE,2016,3,March,"3,003",0,16
B02736,TRINITY CAR SERVICE INC,,2016,4,April,"1,446",0,6
B00492,BLU-WHITE ASSOCIATED TRANSPORTATION SERVICE INC,,2016,2,February,"10,386",0,39
B01527,NEW FAMILY RAD DISP INC,,2017,5,May,"7,755",0,70
B02003,"AVALON CORPORATE CAR,INC.",,2017,9,September,"2,924",0,83
B00008,T-D MAINTENANCE CORP,FOUR ONES CAR SERVICE,2017,5,May,"4,742",0,29
B01525,NORTHSIDE LUXURY INC.,,2017,3,March,"7,198",0,110
B02021,EASYRIDE CAR SERVICE INC.,,2018,5,May,43,0,2
B01413,SFL INC,,2015,12,December,888,0,44
B03042,BAYRIDGE EXPRESS LUXYRY INC,,2017,7,July,761,0,8
B02132,D.WILTSHIRE STRETCH LIMO. INC.,D. WILTSHIRE STRETCH LIMO. INC.,2015,11,November,27,0,4
B01016,810 CAR SVCE CORP,,2017,1,January,"7,366",0,65
B01629,BBA MANAGEMENT INC.,UNITED CAR & LIMO SERVICE,2016,2,February,"1,530",0,12
B02480,WOODHAVEN LIMOUSINE INC,,2017,12,December,55,0,6
B01259,THE NEW BROOKLYN C/S INC,,2017,4,April,"18,970",0,71
B00222,"REYNO CAR SVC, INC.",,2018,11,November,"2,527",0,16
B01109,UNITED EXP C/L SVCE,,2015,5,May,"22,656",0,96
B02566,GSL LIMOUSINES CORP.,,2018,4,April,"1,071",0,29
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2016,12,December,"63,959",0,753
B02657,MALCOLM LIMO EXPRESS CORP.,,2017,9,September,"6,646",0,50
B02418,PLUSH SERVICES CORP,,2015,11,November,145,0,12
B00919,HARLEM CARS INC.,,2015,11,November,"14,018",0,99
B01231,GO CAR CORP.,,2015,12,December,"10,373",0,67
B01492,MOBILE #1 CAR SERVICE INC.,,2018,8,August,49,0,6
B02634,VETERANS RADIO DISPATCHER CORP.,,2018,8,August,"8,552",0,52
B02547,NICK CAR & LIMO SERVICE INC.,,2016,1,January,233,0,10
B02753,DADDY LIMO INC,,2016,8,August,561,0,10
B02427,LA RANCHERA EXPRESS CORP.,,2016,8,August,431,0,5
B02590,LUXOR LIMO INC,,2016,6,June,"1,791",0,36
B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,,2017,12,December,17,0,4
B02715,GROUNDANYWHERE LLC,,2016,7,July,"11,181",0,273
B00031,QUEENS VILLAGE INC.,,2016,1,January,759,0,9
B02099,SUNNY'S LIMOUSINE SERVICE INC,SSS LIMO SERVICE,2018,11,November,460,0,6
B00937,RIVERSIDE RADIO DISPATCHER,,2016,7,July,"58,525",0,294
B02401,NEW NORTH SIDE LUXURY CORP.,MAGNA,2018,4,April,330,0,2
B02745,HOYT LIVERY INC,,2016,3,March,265,0,17
B00255,CAUTIOUS CARS INC.,,2018,2,February,275,0,16
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2015,11,November,"5,233",0,91
B02994,99 CAR SERVICES INC.,,2017,11,November,132,0,3
B02144,"SILVER STAR LIMOUSINES, INC.",,2017,10,October,332,0,11
B02346,PIA CAR LIMO. INC.,,2018,9,September,66,0,3
B02004,METROPOLITAN MULTIPLEX CAR SERVICE CORP.,,2017,6,June,"2,498",0,12
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2018,2,February,18,0,4
B01183,ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.,,2015,10,October,"1,741",0,36
B01315,"V.I.T. CAR SERVICE, INC.",,2018,3,March,"19,174",0,87
B02148,MAVRIK TRANS INC.,,2016,10,October,521,0,38
B02460,CABOT LIMO NY CORP.,,2015,8,August,766,0,15
B02901,GALLANT LUXURY SERVICE CORP.,,2016,5,May,512,0,13
B02979,ADVANTAGE LIMO OF NY INC.,,2016,10,October,"1,571",0,10
B02285,"VALERA GLOBAL, INC.",,2017,1,January,"3,658",0,90
B00053,CHARGE AND RIDE INC,,2016,7,July,"1,000",0,73
B00221,PROFESSIONAL CAR SERVICE INC,,2017,5,May,"10,804",0,94
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2016,8,August,436,0,18
B01963,AFRO CAR SERVICE CORP,,2017,4,April,"4,153",0,33
B00756,T & S HILLSIDE INC.,RED CAP CAR SERVICE,2018,1,January,"6,605",0,32
B00310,WATSON CAR SERVICE INC.,,2019,1,January,"19,383",0,86
B02694,CITY LIMOUSINE TRANSPORTATION INC.,,2017,10,October,113,0,10
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2018,6,June,"2,415",0,59
B01292,SHEPREID CAR SERVICE AND LIMOUSINE CORP.,DELTA CAR SVCE,2015,12,December,"2,265",0,9
B01964,"GOLDEN TOUCH TRANSPORTATION OF NY, INC.",ECAR NEW YORK,2017,2,February,"1,029",0,39
B01088,PAISA 2 CAR  AND LIMOUSINE SERVICE INC,,2018,2,February,35,0,1
B00625,"CENTRAL CAR SERVICES,INC.",,2018,3,March,"2,971",0,21
B02725,KIRIN TRANSPORTATION INC,,2018,7,July,213,0,13
B00084,AUTOMOTIVE SVC SYSTEM INC,,2017,9,September,12,0,5
JUNO,JUNO,JUNO,2018,12,December,"1,123,041",0,"21,068"
B02971,"ULTRA BLACK CAR TRANSPORTATION, CORP.",,2018,7,July,333,0,29
B02508,"DISPATCH CENTRAL, INC.",,2015,11,November,42,0,10
B01236,BLS LIMO SVC OF NY INC,,2016,6,June,"3,124",0,52
B00401,TREMONT DISPATCHING CORP,,2018,3,March,"1,168",0,7
B00236,LAST RADIO GROUP CORP.,,2018,11,November,13,0,3
B02301,DOUBLE A CAR SERVICE INC.,UNITED CARS,2018,9,September,"1,968",0,81
B01653,ART'S PLACE INC.,ON TIME CAR SERVICE,2018,2,February,"2,251",0,16
B02674,ELAL CAR LIMO SERVICE LLC,FIFTH AVENUE CAR LIMO SERVICE,2016,2,February,"1,464",0,7
B02794,ASAP LUXE INC,,2016,11,November,106,0,1
B02011,EXECUTIVE TOWN CAR & LIMO CORP.,,2018,6,June,293,0,9
B02799,CHURCH AVENUE EXPRESS INC,,2016,5,May,567,0,2
b00756,T & S HILLSIDE INC.,RED CAP CAR SERVICE,2015,8,August,"7,932",0,30
B02547,NICK CAR & LIMO SERVICE INC.,,2018,1,January,107,0,9
B02841,"SKYWAY EXECUTIVE SERVICE, INC",,2016,4,April,682,0,17
B02273,BENI'S LIMOUSINE SERVICE INC,,2018,5,May,24,0,7
B01625,GLOBE CAR SERVICE INC,,2015,9,September,"2,888",0,10
B01466,FIVE STAR,,2018,1,January,"1,577",0,20
B02435,"TEINETCO, INC",,2016,11,November,58,0,8
B01148,EVELYN CAR SERVICE INC,,2018,7,July,950,0,10
B01949,FIRST CLASS OF NEW YORK INC.,NEW YORK FIRST CLASS,2018,3,March,986,0,53
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2016,12,December,10,0,3
B02664,CORPORATE CAR LTD.,,2015,4,April,178,0,23
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2016,1,January,"1,073",0,7
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2016,4,April,"10,779",0,22
B01616,"H & B CAR AND LIMOUSINE, INC",SUNNYSIDE CAR SERVICE,2017,9,September,"1,811",0,21
B01800,EMPIRE INTERNATIONAL LTD.,,2018,1,January,"7,517",0,270
B02944,SCORPIO FIVE STAR CAR & LIMO SERVICE INC,,2018,12,December,"1,801",0,11
B02614,MEXICO LA  NEW POBLANITA EXPRESS INC.,,2017,3,March,"6,384",0,15
B00013,LOVE CORPORATE CAR INC,,2017,4,April,"4,031",0,116
B01913,MIRAGE LIMOUSINE SERVICE INC,,2018,9,September,749,0,23
B02213,"EXPRESS 11 CAR SERVICE, INC.",,2017,6,June,"3,669",0,19
B02138,"GUADALUPANA CAR LIMO, INC",,2016,5,May,"5,947",0,20
B02200,BCL NETWORK LLC,,2018,5,May,224,0,9
B02536,SEAGULL RIDE CORP,,2018,2,February,"2,197",0,9
B02563,FENIX XL CAR AND LIMO SERVICE CORP.,,2016,6,June,"17,233",0,64
